Datetime,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI_14,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower
2024-09-23 18:35:00,226.69500732421875,226.74969482421875,226.6300048828125,226.7102966308593,162235.0,226.8324111938477,227.5265530395508,41.37756278993797,-0.1996303202547267,-0.2369754981703038,0.037345177915577,227.1486108723501,226.5162115153452
2024-09-23 18:40:00,226.7100067138672,226.72999572753903,226.5200042724609,226.61129760742188,187650.0,226.8119758605957,227.50317901611328,39.236983831074895,-0.2003042423929741,-0.2296412470148379,0.0293370046218637,227.1298623754029,226.49408934578847
2024-09-23 18:45:00,226.6199951171875,226.67999267578125,226.4850006103516,226.6100006103516,235343.0,226.79297561645507,227.47957916259764,39.20836592484246,-0.198653038792969,-0.2234436053704641,0.024790566577495,227.1114527577296,226.47449847518047
2024-09-23 18:50:00,226.6300048828125,226.7572021484375,226.6300048828125,226.6699981689453,220331.0,226.7834754943848,227.44678924560543,41.33976752476752,-0.1903093784345912,-0.2168167599832896,0.0265073815486983,227.1047120128487,226.46223897592083
2024-09-23 18:55:00,226.6719970703125,226.75,226.63999938964844,226.67999267578125,208066.0,226.76872482299805,227.4007891845703,41.70642004250751,-0.1808062721562464,-0.2096146624178809,0.0288083902616345,227.0803776995639,226.4570719464322
2024-09-23 19:00:00,226.67999267578125,226.7050018310547,226.5200042724609,226.6100006103516,231856.0,226.76372451782223,227.34864318847656,39.82891343556969,-0.1768837608082663,-0.203068482095958,0.0261847212876917,227.0821214636814,226.4453275719631
2024-09-23 19:05:00,226.6199951171875,226.67999267578125,226.3531036376953,226.3531036376953,342516.0,226.74437942504883,227.3016052246093,33.81234674014301,-0.1922880045987369,-0.2009123865965138,0.0086243819977768,227.10974098253385,226.37901786756385
2024-09-23 19:10:00,226.3699951171875,226.40879821777344,225.8999938964844,226.009994506836,606649.0,226.6983795166016,227.24764526367187,27.777098613201645,-0.2295360692370422,-0.2066371231246195,-0.0228989461124227,227.17377291919507,226.22298611400805
2024-09-23 19:15:00,226.009994506836,226.389892578125,226.0,226.2899932861328,488147.0,226.68437881469723,227.19714324951173,37.57020106269732,-0.2337671452435188,-0.2120631275483994,-0.0217040176951194,227.18962606833256,226.17913156106195
2024-09-23 19:20:00,226.32989501953125,226.3699951171875,226.1000061035156,226.1600036621093,426918.0,226.66437911987305,227.146943359375,35.18492201961189,-0.2447876204385579,-0.2186080261264311,-0.0261795943121267,227.2171671053522,226.1115911343939
2024-09-23 19:25:00,226.1600036621093,226.32000732421875,226.08999633789065,226.2899932861328,332390.0,226.64237899780272,227.1053433227539,39.33287451898085,-0.2402627507070178,-0.2229389710425485,-0.0173237796644693,227.2175401735321,226.06721782207333
2024-09-23 19:30:00,226.27999877929688,226.5599060058593,226.22000122070312,226.4900054931641,405691.0,226.61312942504884,227.0639434814453,45.14949653291434,-0.2180241980691732,-0.2219560164478734,0.0039318183787001,227.15590019325208,226.0703586568456
2024-09-23 19:35:00,226.4900054931641,226.6999969482422,226.3999938964844,226.3999938964844,666746.0,226.5781288146973,227.0188754272461,43.14469460665984,-0.2052966366428279,-0.2186241404868643,0.0133275038440364,227.07950243448224,226.0767551949123
2024-09-23 19:40:00,226.3999938964844,226.4600067138672,225.87440490722656,225.9900054931641,554686.0,226.5306289672852,226.96347564697265,35.42812149963828,-0.2256909652871286,-0.2200375054469172,-0.0056534598402113,227.06479922902227,225.9964587055481
2024-09-23 19:45:00,225.9900054931641,226.2899932861328,225.8099975585937,226.19639587402344,642434.0,226.4909484863281,226.9174035644532,41.13569675856046,-0.2226332611616897,-0.2205566565898717,-0.0020766045718179,227.0000424853783,225.981854487278
2024-09-23 19:50:00,226.22000122070312,226.22000122070312,225.9900054931641,226.1300048828125,665691.0,226.45904846191405,226.87440368652344,39.91352377133562,-0.2229966402920524,-0.2210446533303078,-0.0019519869617445,226.97461631112785,225.94348061270023
2024-09-23 19:55:00,226.17999267578125,226.63999938964844,226.1199951171875,226.4499969482422,1462205.0,226.4425483703613,226.84040374755853,47.941726389159655,-0.1952136342169979,-0.2158784495076458,0.0206648152906479,226.93664933149404,225.9484474092286
2024-09-24 13:30:00,228.6450042724609,229.3500061035156,227.7899932861328,227.8500061035156,2192682.0,226.49355392456056,226.8306039428711,68.05324001735593,-0.0595400229487381,-0.1846107641958643,0.1250707412471261,227.2680921497981,225.719015699323
2024-09-24 13:35:00,227.8600006103516,228.47000122070312,227.72000122070312,228.06500244140625,622899.0,226.56280441284176,226.8251040649414,69.97177418974549,0.0645861897336317,-0.1347713734099651,0.1993575631435968,227.59608324668744,225.52952557899613
2024-09-24 13:40:00,228.07000732421875,228.18850708007807,227.2700042724609,227.3300018310547,551332.0,226.5948043823242,226.81030395507813,57.302359635715085,0.1024675191891049,-0.0873235948901511,0.189791114079256,227.68018526675803,225.5094234978904
2024-09-24 13:45:00,227.3300018310547,227.8300018310547,227.27999877929688,227.3300018310547,511647.0,226.625789642334,226.79910400390625,57.302359635715085,0.130978902446941,-0.0436630954227327,0.1746419978696737,227.7570043367101,225.49457494795783
2024-09-24 13:50:00,227.3300018310547,227.94000244140625,227.1699981689453,227.4850006103516,472985.0,226.6694747924805,226.79855010986327,59.11298664272838,0.1641888187045879,-0.0020927125972685,0.1662815313018565,227.8609527860231,225.47799679893785
2024-09-24 13:55:00,227.47999572753903,227.7100067138672,227.3699951171875,227.4100036621093,342607.0,226.7094749450684,226.80135223388672,57.83503011075032,0.1823542236767821,0.0347966746575415,0.1475575490192405,227.9432451529884,225.4757047371484
2024-09-24 14:00:00,227.4100036621093,227.42999267578125,226.6000061035156,226.9600067138672,801976.0,226.72397537231444,226.7965524291992,50.746016696529054,0.1586110753060268,0.0595595547872386,0.0990515205187882,227.96235714973795,225.48559359489093
2024-09-24 14:05:00,226.97000122070312,227.0200042724609,226.52999877929688,226.6499938964844,543886.0,226.7224754333496,226.7907522583008,46.51591181477249,0.1134709927137009,0.070341842372531,0.0431291503411699,227.96113930366369,225.4838115630356
2024-09-24 14:10:00,226.64990234375,227.0,226.42999267578125,226.47999572753903,454926.0,226.715975189209,226.7735162353516,44.33352984133781,0.063250606918217,0.0689235952816682,-0.0056729883634512,227.9582909040376,225.4736594743804
2024-09-24 14:15:00,226.47999572753903,226.8300018310547,226.32000732421875,226.3500061035156,399196.0,226.7158203125,226.7615283203125,42.68442674260635,0.0128138035162521,0.057701636928585,-0.0448878334123328,227.958317701278,225.4733229237221
2024-09-24 14:20:00,226.3300018310547,226.5599975585937,226.07000732421875,226.3226013183593,371922.0,226.73145065307617,226.75018035888672,42.32696054778881,-0.029034373503606,0.0403544348421468,-0.0693888083457528,227.94557945712305,225.5173218490293
2024-09-24 14:25:00,226.32000732421875,226.44000244140625,226.0500030517578,226.07000732421875,319997.0,226.72045135498047,226.7324005126953,39.07845086707987,-0.0816404789804892,0.0159554520776196,-0.0975959310581088,227.9542055236357,225.48669718632527
2024-09-24 14:30:00,226.07000732421875,226.3500061035156,226.009994506836,226.2198944091797,394143.0,226.723445892334,226.71744049072265,41.92664679869441,-0.1099689083574446,-0.0092294200093932,-0.1007394883480514,227.95202417944768,225.4948676052203
2024-09-24 14:35:00,226.2100067138672,226.32000732421875,225.8650054931641,225.8939971923828,552550.0,226.7036460876465,226.7001104736328,37.78975534873806,-0.1569078386011995,-0.0387651037277544,-0.118142734873445,227.9716592087577,225.43563296653528
2024-09-24 14:40:00,225.8699951171875,226.25,225.7400054931641,225.9949951171875,478211.0,226.67889556884765,226.6796102905273,39.77306815948224,-0.1838384157182702,-0.0677797661258576,-0.1160586495924125,227.98147596999425,225.37631516770105
2024-09-24 14:45:00,225.97999572753903,226.47000122070312,225.9550018310547,226.4203948974609,406829.0,226.67991561889647,226.66821807861328,47.382144570685305,-0.1689078208369778,-0.0880053770680816,-0.0809024437688961,227.9816524702973,225.37817876749563
2024-09-24 14:50:00,226.42999267578125,227.07000732421875,226.42999267578125,226.92999267578125,481063.0,226.7269149780273,226.66961791992188,54.75632892088565,-0.1146335112396172,-0.0933310039023888,-0.0213025073372284,227.99300959606285,225.46082035999183
2024-09-24 14:55:00,226.92999267578125,227.3000030517578,226.7700042724609,227.1849975585937,327934.0,226.77634506225587,226.67381774902344,57.93337946982627,-0.0504622693507883,-0.0847572569920687,0.0342949876412803,228.0328879684442,225.5198021560676
