Datetime,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI_14,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower
2000-02-19,151.09186875473364,152.64431644372053,93.96270028917007,103.37471996845096,838739,143.81708169819572,149.22588878613027,45.05781280017462,-5.790146778000576,-2.291985906626442,-3.498160871374134,197.9932668819293,89.64089651446217
2000-02-20,172.70897615959188,178.51098416563025,145.9079620309883,152.31754353914744,668795,145.22664555786668,149.09385921342525,50.97444717048908,-4.173300743167914,-2.6682488739347363,-1.5050518692331778,198.74316159186435,91.710129523869
2000-02-21,108.28404450001157,192.80103614133884,103.25335978913476,184.29956838430076,961208,148.89611117022463,149.141509473427,54.428017678360604,-0.3077094092193704,-2.196140980991663,1.8884315717722928,202.56149405305845,95.2307282873908
2000-02-22,184.04840822058213,192.63486140041996,178.75345872656888,182.90981211576076,703709,150.02691182451264,149.62148794493723,54.249181087356284,2.6135307017596006,-1.2342066444414104,3.847737346201011,205.5270324746058,94.52679117441949
2000-02-23,183.90383808228904,190.01129992039537,149.02872736127514,151.60624601906304,757482,150.88331156849725,148.94706824364914,50.24454855693499,2.375317188952266,-0.5123018777626751,2.887619066714941,205.9239910661941,95.84263207080039
2000-02-24,181.40913601248025,197.50106349745982,172.9737523418084,189.80719783420136,863593,151.77666429577792,149.94228131533157,54.64465341625482,5.208982904183216,0.6319550786265031,4.577027825556713,208.70310661544409,94.85022197611175
2000-02-25,185.9928028743698,186.58502870492526,174.292264638916,178.91458281471728,148107,151.2970984995402,149.84813855125833,53.199957987659246,6.5008031877336805,1.8057247004479389,4.695078487285741,207.1288626979492,95.46533430113121
2000-02-26,138.00776611087812,138.19353626905885,109.63349064063108,116.87575241332647,338752,149.77274628268074,148.61012075050454,45.77677823656841,2.489863341541394,1.94255242866663,0.547310912874764,207.58071599282948,91.96477657253202
2000-02-27,164.92369484415914,170.05146387632564,108.23786439294825,114.94046084220591,185247,149.4975508741914,148.52363780176722,45.563198337639825,-0.8353676415367488,1.3869684146259544,-2.2223360561627032,207.91060858471565,91.08449316366718
2000-02-28,194.55872604481078,198.31610952335637,157.2778855287339,159.76277071837663,938042,148.04837194698626,147.82456832255764,51.23774821258363,0.1444831469317478,1.138471361087113,-0.9939882141553653,203.875481361193,92.22126253277952
2000-02-29,179.5921971933984,185.6151823709772,175.2308570681127,181.14154156992052,542421,150.65125436960926,148.80025577331944,53.71598621636339,2.615954993325886,1.4339680875348677,1.1819869057910182,207.5429711797493,93.75953755946924
2000-03-01,196.94686259918942,205.08901734105274,132.9608331258662,134.72337577776852,925176,150.1153450296524,148.68456983671925,48.01058507284474,0.8196082571572845,1.3110961214593513,-0.4914878643020668,207.39387444421442,92.83681561509036
2000-03-02,135.8238140729211,142.8451416634652,122.60350265098617,131.71032028438793,278589,146.85574127770772,148.8768118733093,47.65674190243879,-0.8374838775710316,0.8813801216532748,-1.7188639992243064,200.412003633805,93.29947892161043
2000-03-03,176.10926893892955,176.5437669026018,140.8624089616306,146.49583886130944,583627,148.55196155785353,148.11099453395462,49.61899385454475,-0.9467598929163614,0.5157521187393477,-1.462512011655709,199.75457609341444,97.34934702229262
2000-03-04,186.71819172719665,201.5344889445216,179.76285717379548,197.794741902326,545850,150.8980507252465,148.12938627368374,55.808912084183895,3.0706344674829893,1.026728588488076,2.0439058789949134,206.42807931835037,95.36802213214261
2000-03-05,110.43436128054282,202.10758237358738,103.47220945548935,192.72436560603495,983633,153.91504345805566,148.41943877766144,55.088475716792416,5.77869821376143,1.977122513542747,3.801575700218683,211.60830985241049,96.22177706370084
2000-03-06,127.11516493096576,166.87276709145686,120.5244996274397,165.20118307044504,345403,155.87296375280525,149.08559289985232,51.22302255727203,5.638964955570543,2.7094910019483063,2.929473953622237,212.29354442734308,99.45238307826742
2000-03-07,140.66608808612392,150.5332085365795,133.85890174671448,148.4317921245576,717582,156.22547168949467,149.98675387570333,48.96847420449798,4.127496430471922,2.9930920876530296,1.1344043428188924,212.36689447319498,100.08404890579436
2000-03-08,126.2483003466157,200.10141786406186,122.91591231872266,196.0206792668303,509989,157.45447951414098,151.8695992036794,55.01904033463613,6.692524948590517,3.7329786598405272,2.9595462887499897,215.90317209635725,99.00578693192472
2000-03-09,128.1038010344455,180.82789630969654,119.83677671990759,173.31963956644267,253491,160.1186066339787,153.20242316212088,51.860276418570336,6.814985435990508,4.3493800150705235,2.4656054209199842,216.3163639889003,103.92084927905708
2000-03-10,102.17755411226095,128.59902877512974,99.46838557415686,127.0754615171719,739333,161.30364371141474,151.7662516723776,46.05910555567182,3.144272350268153,4.10835848211005,-0.9640861318418965,213.5240117040196,109.08327571880986
2000-03-11,170.82952266114552,175.16541156399455,154.63938246601663,162.05641675291758,274614,161.79058737210323,151.66853128870756,50.563988757794995,3.0230289275506834,3.8912925711981767,-0.8682636436474933,213.84807204969337,109.7331026945131
2000-03-12,166.34950708607397,170.5786747719126,127.57148532888893,136.97175651374087,636182,159.42419677857524,151.19374094158073,47.50044351570781,0.8925316521818445,3.2915403873949107,-2.3990087352130662,211.4765408274909,107.37185272965957
2000-03-13,145.58962289869592,155.0096754229001,124.4996680430323,127.25234940165163,673032,156.64132364286976,150.6460800935899,46.329182093322004,-1.5621699901932118,2.3207983118772866,-3.8829683020704984,209.32110834824348,103.96153893749604
2000-03-14,194.60929968132376,204.05639277072433,175.31698438133282,176.92563401866627,435408,157.90729304284997,151.87409234357875,52.74265521959503,0.49497444736815055,1.9556335389754596,-1.460659091607309,211.25491951925994,104.55966656643999
2000-03-15,116.51308386284306,132.91190026696248,107.16991031352529,125.04848644255897,788511,154.66935747326784,152.00325196328544,46.49395804055339,-2.037291391922736,1.1570485527958208,-3.1943399447185565,207.73961084325947,101.5991041032762
2000-03-16,142.79832609778012,157.63965728797277,134.24118200310508,155.27824438990905,648407,153.4875405520274,152.60703928563288,50.19674306173084,-1.5865526959441354,0.6083283030478295,-2.194880998991965,205.3852571308684,101.58982397318643
2000-03-17,155.63465232236823,163.01080559181608,142.74504116755725,151.06767041226678,555187,155.19713645197442,152.71253654854388,49.68103064856473,-1.5512157135968323,0.17641949971889714,-1.7276352133157293,204.33743215406884,106.05684074988
2000-03-18,140.24737471690048,144.0662130946827,123.06613903816421,124.69992784605805,314000,155.68510980216703,151.8099134610231,46.46185328128642,-3.6092620351180074,-0.5807168072484838,-3.0285452278695235,203.38953464984564,107.98068495448842
2000-03-19,188.98557479973942,197.98298679151432,146.74144671008833,156.17164240183362,289890,155.50555338633987,151.33806789436224,50.57813924958469,-2.6699961739104197,-0.9985726805808711,-1.6714234933295486,203.17425451303882,107.83685225964092
